school_code,major_code,major_name,major_group_code,province,year,min_admission_score,min_admission_rank,avg_score,max_score,plan_count,admission_count,subject_requirement,adjustment_rule
10395,100201,临床医学,202,广东省,2021,528,102702,545,562,7,5,"物理,化学",
10395,080901,计算机科学与技术,202,广东省,2021,523,105052,547,555,2,2,"物理,化学",
10395,100201,临床医学,203,广东省,2021,528,101092,550,557,4,5,"物理,化学",
10395,020301,金融学,203,广东省,2021,527,102530,532,551,26,27,物理,
10395,071101,心理学,203,广东省,2021,527,102510,546,557,15,16,物理,
10397,100201,临床医学,202,广东省,2021,504,142333,525,530,6,6,"物理,化学",
10397,080703,通信工程,202,广东省,2021,498,145833,506,523,11,13,"物理,化学",
10397,081001,土木工程,202,广东省,2021,500,144987,510,526,20,19,"物理,化学",
10397,081001,土木工程,203,广东省,2021,499,144064,508,519,14,15,"物理,化学",
10397,080901,计算机科学与技术,203,广东省,2021,507,139682,530,536,21,22,"物理,化学",
10397,071101,心理学,203,广东省,2021,500,143782,520,543,19,19,物理,
10397,080703,通信工程,204,广东省,2021,498,151333,518,531,6,7,"物理,化学",
10397,070101,数学与应用数学,204,广东省,2021,493,153652,511,534,27,26,物理,
10397,080902,软件工程,204,广东省,2021,494,153507,502,519,24,23,"物理,化学",
10399,030101,法学,203,广东省,2021,516,120642,526,541,13,11,物理,
10399,080601,电气工程及其自动化,203,广东省,2021,515,121674,522,542,25,26,"物理,化学",
10399,080201,机械工程,203,广东省,2021,517,120211,531,544,12,13,"物理,化学",
10399,080601,电气工程及其自动化,204,广东省,2021,500,144976,515,526,21,20,"物理,化学",
10399,080201,机械工程,204,广东省,2021,502,143724,513,521,26,24,"物理,化学",
10399,080901,计算机科学与技术,204,广东省,2021,504,142540,528,542,11,9,"物理,化学",
10399,020301,金融学,205,广东省,2021,519,117992,526,544,20,22,物理,
10399,080703,通信工程,205,广东省,2021,519,118312,529,542,6,5,"物理,化学",
10399,080901,计算机科学与技术,205,广东省,2021,520,117621,541,546,25,25,"物理,化学",
10399,120203,会计学,206,广东省,2021,504,141014,510,532,10,12,物理,
10399,020301,金融学,206,广东省,2021,505,140448,523,546,26,27,物理,
10399,080601,电气工程及其自动化,206,广东省,2021,505,140866,526,541,3,2,"物理,化学",
10399,120203,会计学,207,广东省,2021,503,143234,522,527,17,18,物理,
10399,080201,机械工程,207,广东省,2021,503,143160,526,545,24,26,"物理,化学",
10399,081001,土木工程,207,广东省,2021,503,142788,509,529,6,7,"物理,化学",
10399,081001,土木工程,208,广东省,2021,529,97406,550,565,5,7,"物理,化学",
10399,100201,临床医学,208,广东省,2021,533,94666,542,553,21,23,"物理,化学",
10399,070101,数学与应用数学,208,广东省,2021,533,94937,544,550,18,18,物理,
10399,100201,临床医学,209,广东省,2021,520,114111,541,548,9,8,"物理,化学",
10399,081001,土木工程,209,广东省,2021,519,115095,533,540,9,11,"物理,化学",
10399,080201,机械工程,209,广东省,2021,516,116717,537,556,12,14,"物理,化学",
10402,020301,金融学,201,广东省,2021,516,123548,523,533,23,22,物理,
10402,080902,软件工程,201,广东省,2021,514,125052,529,536,25,27,"物理,化学",
10402,030101,法学,201,广东省,2021,516,123309,535,546,4,4,物理,
10402,071101,心理学,202,广东省,2021,514,121496,531,548,7,9,物理,
10402,080601,电气工程及其自动化,202,广东省,2021,513,122126,531,540,19,18,"物理,化学",
10402,080201,机械工程,202,广东省,2021,517,119925,522,543,14,13,"物理,化学",
10402,081001,土木工程,203,广东省,2021,484,170554,495,505,20,18,"物理,化学",
10402,080703,通信工程,203,广东省,2021,489,167343,497,504,21,19,"物理,化学",
10402,080901,计算机科学与技术,203,广东省,2021,483,170902,492,515,5,7,"物理,化学",
10402,020301,金融学,204,广东省,2021,533,94427,541,555,11,9,物理,
10402,070101,数学与应用数学,204,广东省,2021,531,95441,536,558,23,24,物理,
10402,080703,通信工程,204,广东省,2021,536,92305,542,557,10,9,"物理,化学",
10403,020301,金融学,203,广东省,2021,586,31534,603,612,2,0,物理,
10403,080902,软件工程,203,广东省,2021,588,30999,597,607,22,22,"物理,化学",
10403,070101,数学与应用数学,203,广东省,2021,586,31631,608,621,23,22,物理,
10403,080601,电气工程及其自动化,204,广东省,2021,583,35147,604,619,24,25,"物理,化学",
10403,080902,软件工程,204,广东省,2021,586,33212,607,625,12,12,"物理,化学",
10403,030101,法学,204,广东省,2021,584,34014,592,601,17,15,物理,
10403,080902,软件工程,206,广东省,2021,574,41388,579,598,5,6,"物理,化学",
10403,020301,金融学,206,广东省,2021,572,42420,578,597,8,7,物理,
10403,080703,通信工程,206,广东省,2021,580,38256,592,613,27,29,"物理,化学",
10403,080902,软件工程,207,广东省,2021,600,21155,605,614,21,19,"物理,化学",
10403,120203,会计学,207,广东省,2021,606,17956,620,630,24,23,物理,
10403,080201,机械工程,207,广东省,2021,601,21059,611,621,5,5,"物理,化学",
10403,020301,金融学,209,广东省,2021,608,16776,632,638,3,1,物理,
10403,030101,法学,209,广东省,2021,603,19582,622,628,6,8,物理,
10403,080902,软件工程,209,广东省,2021,604,19237,621,629,9,9,"物理,化学",
10403,030101,法学,210,广东省,2021,565,50141,577,592,6,6,物理,
10403,100201,临床医学,210,广东省,2021,570,47797,593,614,13,13,"物理,化学",
10403,080902,软件工程,210,广东省,2021,570,47398,593,616,12,13,"物理,化学",
10404,100201,临床医学,204,广东省,2021,544,81177,549,562,7,6,"物理,化学",
10404,080201,机械工程,204,广东省,2021,543,81417,567,584,21,20,"物理,化学",
10404,070101,数学与应用数学,204,广东省,2021,543,81801,566,581,18,18,物理,
10404,020301,金融学,205,广东省,2021,536,84558,559,582,4,6,物理,
10404,080902,软件工程,205,广东省,2021,537,84303,547,552,4,6,"物理,化学",
10404,080201,机械工程,205,广东省,2021,538,83632,559,582,3,1,"物理,化学",
10404,080201,机械工程,206,广东省,2021,544,75747,556,569,10,12,"物理,化学",
10404,081001,土木工程,206,广东省,2021,547,74346,568,591,18,18,"物理,化学",
10404,080703,通信工程,206,广东省,2021,548,73385,553,567,6,5,"物理,化学",
10404,070101,数学与应用数学,207,广东省,2021,529,95736,541,552,23,21,物理,
10404,100201,临床医学,207,广东省,2021,536,91958,553,571,11,12,"物理,化学",
10404,080901,计算机科学与技术,207,广东省,2021,533,94111,553,561,11,9,"物理,化学",
10404,080901,计算机科学与技术,208,广东省,2021,523,103923,535,556,2,1,"物理,化学",
10404,080601,电气工程及其自动化,208,广东省,2021,531,99420,549,567,26,24,"物理,化学",
10404,030101,法学,208,广东省,2021,530,100356,537,547,26,24,物理,
10404,120203,会计学,209,广东省,2021,538,84115,549,555,2,3,物理,
10404,080201,机械工程,209,广东省,2021,545,80137,560,580,24,26,"物理,化学",
10404,020301,金融学,209,广东省,2021,544,80237,562,571,20,20,物理,
10404,020301,金融学,210,广东省,2021,551,65915,568,573,11,11,物理,
10404,080902,软件工程,210,广东省,2021,554,64706,560,579,14,14,"物理,化学",
10404,100201,临床医学,210,广东省,2021,550,66482,562,580,20,21,"物理,化学",
10404,080703,通信工程,211,广东省,2021,542,83827,558,581,3,3,"物理,化学",
10404,030101,法学,211,广东省,2021,539,85873,547,554,16,16,物理,
10404,080902,软件工程,211,广东省,2021,536,87393,557,579,13,12,"物理,化学",
10404,030101,法学,212,广东省,2021,538,83755,550,571,15,14,物理,
10404,020301,金融学,212,广东省,2021,537,84556,559,568,24,24,物理,
10404,120203,会计学,212,广东省,2021,544,80476,561,584,4,5,物理,
10405,080703,通信工程,"院
203",广东省,2021,453,231737,472,487,11,13,"物理,化学",
10405,020301,金融学,"院
203",广东省,2021,455,230499,463,473,27,25,物理,
10405,080902,软件工程,"院
203",广东省,2021,458,228920,468,475,16,18,"物理,化学",
10405,030101,法学,204,广东省,2021,531,100817,550,572,12,12,物理,
10405,080703,通信工程,204,广东省,2021,528,102692,550,563,4,5,"物理,化学",
10405,080601,电气工程及其自动化,204,广东省,2021,528,102617,545,569,25,24,"物理,化学",
10406,080703,通信工程,202,广东省,2021,547,74895,570,586,4,4,"物理,化学",
10406,080901,计算机科学与技术,202,广东省,2021,542,77647,549,558,8,9,"物理,化学",
10406,020301,金融学,202,广东省,2021,548,73955,571,588,28,29,物理,
10406,080902,软件工程,203,广东省,2021,542,79192,548,554,9,7,"物理,化学",
10406,080901,计算机科学与技术,203,广东省,2021,543,78673,563,575,26,25,"物理,化学",
10406,020301,金融学,203,广东省,2021,540,80314,560,566,2,4,物理,
10406,020301,金融学,204,广东省,2021,547,74460,570,578,11,9,物理,
10406,081001,土木工程,204,广东省,2021,548,73170,563,575,12,14,"物理,化学",
10406,080902,软件工程,204,广东省,2021,549,72618,561,583,20,22,"物理,化学",
10407,071101,心理学,203,广东省,2021,534,91735,541,562,9,9,物理,
10407,030101,法学,203,广东省,2021,535,90911,548,557,24,22,物理,
10407,080601,电气工程及其自动化,203,广东省,2021,537,89559,552,562,10,9,"物理,化学",
10407,071101,心理学,204,广东省,2021,527,100970,543,559,2,0,物理,
10407,030101,法学,204,广东省,2021,531,98512,537,545,11,9,物理,
10407,080601,电气工程及其自动化,204,广东省,2021,532,98174,538,559,16,16,"物理,化学",
10407,070101,数学与应用数学,205,广东省,2021,559,60003,578,598,15,16,物理,
10407,100201,临床医学,205,广东省,2021,556,62087,572,593,27,25,"物理,化学",
10407,120203,会计学,205,广东省,2021,555,62588,576,599,10,11,物理,
10407,071101,心理学,206,广东省,2021,525,101132,543,561,20,21,物理,
10407,120203,会计学,206,广东省,2021,531,97308,539,550,24,22,物理,
10407,020301,金融学,206,广东省,2021,532,97049,537,561,22,21,物理,
10407,030101,法学,207,广东省,2021,550,72113,564,582,9,8,物理,
10407,120203,会计学,207,广东省,2021,548,73165,557,577,16,17,物理,
10407,080703,通信工程,207,广东省,2021,547,73817,558,577,15,17,"物理,化学",
10407,080901,计算机科学与技术,209,广东省,2021,552,66006,566,577,10,12,"物理,化学",
10407,080201,机械工程,209,广东省,2021,550,66896,559,575,13,15,"物理,化学",
10407,070101,数学与应用数学,209,广东省,2021,556,63433,569,585,16,17,物理,
10408,120203,会计学,203,广东省,2021,525,109271,536,551,21,22,物理,
10408,080902,软件工程,203,广东省,2021,517,113785,531,548,16,17,"物理,化学",
10408,100201,临床医学,203,广东省,2021,518,113409,537,549,22,20,"物理,化学",
10408,070101,数学与应用数学,204,广东省,2021,523,107438,543,557,2,2,物理,
10408,080901,计算机科学与技术,204,广东省,2021,527,104877,533,541,14,13,"物理,化学",
10408,100201,临床医学,204,广东省,2021,521,108267,541,556,2,3,"物理,化学",
10410,080201,机械工程,204,广东省,2021,511,123609,535,553,26,27,"物理,化学",
10410,080901,计算机科学与技术,204,广东省,2021,515,121570,531,554,5,7,"物理,化学",
10410,100201,临床医学,204,广东省,2021,519,118928,534,540,17,16,"物理,化学",
10410,071101,心理学,206,广东省,2021,548,72163,556,561,12,13,物理,
10410,080201,机械工程,206,广东省,2021,552,69933,570,582,27,25,"物理,化学",
10410,120203,会计学,206,广东省,2021,546,73057,564,569,6,6,物理,
10410,080601,电气工程及其自动化,207,广东省,2021,517,118202,533,543,10,10,"物理,化学",
10410,100201,临床医学,207,广东省,2021,516,118825,537,555,28,26,"物理,化学",
10410,070101,数学与应用数学,207,广东省,2021,519,116696,541,561,18,16,物理,
10412,080901,计算机科学与技术,202,广东省,2021,513,122100,521,526,4,5,"物理,化学",
10412,020301,金融学,202,广东省,2021,516,119931,527,540,16,18,物理,
10412,030101,法学,202,广东省,2021,518,119054,523,544,11,13,物理,
10412,070101,数学与应用数学,204,广东省,2021,529,101939,550,560,18,20,物理,
10412,080601,电气工程及其自动化,204,广东省,2021,522,105957,531,536,18,16,"物理,化学",
10412,071101,心理学,204,广东省,2021,524,105095,546,559,14,16,物理,
10412,080601,电气工程及其自动化,205,广东省,2021,553,63049,563,586,22,20,"物理,化学",
10412,080703,通信工程,205,广东省,2021,556,61531,562,581,9,10,"物理,化学",
10412,080902,软件工程,205,广东省,2021,558,60561,573,591,18,19,"物理,化学",
10413,100201,临床医学,203,广东省,2021,522,113862,536,557,20,22,"物理,化学",
10413,120203,会计学,203,广东省,2021,522,113828,543,561,27,28,物理,
10413,080601,电气工程及其自动化,203,广东省,2021,517,116845,541,551,2,0,"物理,化学",
10414,100201,临床医学,205,广东省,2021,494,156798,509,522,20,18,"物理,化学",
10414,080703,通信工程,205,广东省,2021,495,156432,512,521,16,15,"物理,化学",
10414,070101,数学与应用数学,205,广东省,2021,490,158765,503,526,23,25,物理,
10414,071101,心理学,206,广东省,2021,565,51821,576,585,4,5,物理,
10414,080703,通信工程,206,广东省,2021,566,51238,571,583,21,23,"物理,化学",
10414,081001,土木工程,206,广东省,2021,566,50824,575,581,23,21,"物理,化学",
10414,100201,临床医学,207,广东省,2021,526,107074,537,543,26,25,"物理,化学",
10414,020301,金融学,207,广东省,2021,526,107035,537,555,22,20,物理,
10414,071101,心理学,207,广东省,2021,526,107421,531,549,8,7,物理,
10414,070101,数学与应用数学,213,广东省,2021,524,108435,542,560,20,18,物理,
10414,080901,计算机科学与技术,213,广东省,2021,521,109682,543,556,14,13,"物理,化学",
10414,080902,软件工程,213,广东省,2021,524,107902,530,542,14,16,"物理,化学",
10416,120203,会计学,208,广东省,2021,509,133107,526,544,23,21,物理,
10416,100201,临床医学,208,广东省,2021,510,132100,529,542,10,11,"物理,化学",
10416,080601,电气工程及其自动化,208,广东省,2021,505,135077,528,540,19,18,"物理,化学",
10416,080901,计算机科学与技术,209,广东省,2021,501,145575,517,526,2,0,"物理,化学",
10416,071101,心理学,209,广东省,2021,497,148398,515,527,3,3,物理,
10416,080703,通信工程,209,广东省,2021,501,145493,523,546,17,16,"物理,化学",
10416,120203,会计学,210,广东省,2021,491,159890,497,514,14,16,物理,
10416,080201,机械工程,210,广东省,2021,492,159597,497,516,16,18,"物理,化学",
10416,081001,土木工程,210,广东省,2021,492,159543,505,513,4,6,"物理,化学",
10416,030101,法学,211,广东省,2021,507,133998,512,531,7,7,物理,
10416,100201,临床医学,211,广东省,2021,504,135486,527,539,26,25,"物理,化学",
10416,120203,会计学,211,广东省,2021,508,133376,520,544,11,10,物理,
10416,071101,心理学,212,广东省,2021,489,162831,512,531,20,22,物理,
10416,080601,电气工程及其自动化,212,广东省,2021,490,162600,510,531,19,18,"物理,化学",
10416,020301,金融学,212,广东省,2021,494,160197,506,516,21,22,物理,
10416,071101,心理学,213,广东省,2021,504,141343,519,531,24,22,物理,
10416,100201,临床医学,213,广东省,2021,503,142388,520,525,20,21,"物理,化学",
10416,080902,软件工程,213,广东省,2021,501,143501,509,526,12,13,"物理,化学",
10417,080703,通信工程,204,广东省,2021,499,149829,509,521,23,24,"物理,化学",
10417,080201,机械工程,204,广东省,2021,497,151502,511,523,29,31,"物理,化学",
10417,080601,电气工程及其自动化,204,广东省,2021,498,150829,517,523,17,18,"物理,化学",
10417,020301,金融学,205,广东省,2021,501,143120,513,519,14,15,物理,
10417,080201,机械工程,205,广东省,2021,500,143755,518,524,5,5,"物理,化学",
10417,080901,计算机科学与技术,205,广东省,2021,505,140921,527,535,8,9,"物理,化学",
10417,080201,机械工程,206,广东省,2021,497,150596,510,530,13,12,"物理,化学",
10417,020301,金融学,206,广东省,2021,498,150526,510,533,28,29,物理,
10417,080703,通信工程,206,广东省,2021,499,149205,504,517,12,14,"物理,化学",
10417,080601,电气工程及其自动化,207,广东省,2021,519,117825,541,553,7,8,"物理,化学",
10417,120203,会计学,207,广东省,2021,512,121703,519,530,26,26,物理,
10417,071101,心理学,207,广东省,2021,519,117932,538,545,12,10,物理,
10417,080601,电气工程及其自动化,208,广东省,2021,510,131483,527,551,29,31,"物理,化学",
10417,071101,心理学,208,广东省,2021,507,132813,516,531,17,18,物理,
10417,020301,金融学,208,广东省,2021,509,131709,530,547,26,27,物理,
10418,080901,计算机科学与技术,208,广东省,2021,493,161811,501,514,3,1,"物理,化学",
10418,080201,机械工程,208,广东省,2021,495,160554,509,521,9,7,"物理,化学",
10418,081001,土木工程,208,广东省,2021,489,164148,512,524,22,24,"物理,化学",
10418,030101,法学,209,广东省,2021,533,90713,554,572,15,17,物理,
10418,070101,数学与应用数学,209,广东省,2021,533,90964,541,546,28,30,物理,
10418,100201,临床医学,209,广东省,2021,538,87809,549,562,7,8,"物理,化学",
10418,020301,金融学,211,广东省,2021,534,92074,549,572,19,20,物理,
10418,081001,土木工程,211,广东省,2021,532,93558,554,567,29,27,"物理,化学",
10418,080703,通信工程,211,广东省,2021,535,91457,556,565,6,4,"物理,化学",
10418,080703,通信工程,212,广东省,2021,522,110853,538,544,24,24,"物理,化学",
10418,100201,临床医学,212,广东省,2021,521,111659,536,543,23,21,"物理,化学",
10418,070101,数学与应用数学,212,广东省,2021,524,109302,534,553,11,13,物理,
10419,080703,通信工程,202,广东省,2021,522,111278,544,559,28,27,"物理,化学",
10419,080601,电气工程及其自动化,202,广东省,2021,517,113941,538,559,17,16,"物理,化学",
10419,070101,数学与应用数学,202,广东省,2021,525,109709,543,553,7,7,物理,
10419,070101,数学与应用数学,203,广东省,2021,512,124722,529,549,27,26,物理,
10419,120203,会计学,203,广东省,2021,516,121838,527,541,23,24,物理,
10419,080703,通信工程,203,广东省,2021,514,122858,534,555,20,20,"物理,化学",
10419,080601,电气工程及其自动化,204,广东省,2021,517,118559,528,542,2,0,"物理,化学",
10419,080703,通信工程,204,广东省,2021,514,120219,529,534,27,27,"物理,化学",
10419,120203,会计学,204,广东省,2021,513,120662,525,532,27,27,物理,
10419,070101,数学与应用数学,205,广东省,2021,502,143379,518,527,15,14,物理,
10419,081001,土木工程,205,广东省,2021,505,141642,529,545,22,20,"物理,化学",
10419,080902,软件工程,205,广东省,2021,502,143858,515,523,13,12,"物理,化学",
10421,030101,法学,203,广东省,2021,546,71559,568,587,24,22,物理,
10421,080902,软件工程,203,广东省,2021,547,71148,562,584,27,25,"物理,化学",
10421,080703,通信工程,203,广东省,2021,549,70198,571,576,18,18,"物理,化学",
10421,100201,临床医学,204,广东省,2021,546,76688,569,580,25,25,"物理,化学",
10421,070101,数学与应用数学,204,广东省,2021,549,74361,563,568,18,18,物理,
10421,020301,金融学,204,广东省,2021,545,76720,554,572,8,6,物理,
10421,080901,计算机科学与技术,205,广东省,2021,555,63653,569,579,15,16,"物理,化学",
10421,070101,数学与应用数学,205,广东省,2021,553,64433,571,576,23,23,物理,
10421,081001,土木工程,205,广东省,2021,555,63382,573,584,6,4,"物理,化学",
10421,081001,土木工程,206,广东省,2021,555,64110,565,579,20,19,"物理,化学",
10421,100201,临床医学,206,广东省,2021,552,66280,567,590,18,16,"物理,化学",
10421,020301,金融学,206,广东省,2021,556,63846,568,578,4,2,物理,
10421,080201,机械工程,207,广东省,2021,551,68724,571,579,16,15,"物理,化学",
10421,100201,临床医学,207,广东省,2021,548,70827,566,576,17,16,"物理,化学",
10421,071101,心理学,207,广东省,2021,551,69204,559,569,12,13,物理,
10421,071101,心理学,235,广东省,2021,542,77427,552,575,11,13,物理,
10421,080703,通信工程,235,广东省,2021,543,77065,549,564,5,6,"物理,化学",
10421,070101,数学与应用数学,235,广东省,2021,546,75392,561,585,2,2,物理,
10421,071101,心理学,237,广东省,2021,548,71129,569,588,23,22,物理,
10421,080902,软件工程,237,广东省,2021,553,68138,575,584,20,18,"物理,化学",
10421,070101,数学与应用数学,237,广东省,2021,549,70582,568,584,20,22,物理,
10422,080703,通信工程,"院
202",广东省,2021,609,16713,615,624,14,15,"物理,化学",
10422,080902,软件工程,"院
202",广东省,2021,612,14469,633,649,27,25,"物理,化学",
10422,071101,心理学,"院
202",广东省,2021,611,14949,621,638,9,10,物理,
10422,081001,土木工程,203,广东省,2021,613,14962,623,637,28,26,"物理,化学",
10422,030101,法学,203,广东省,2021,612,15336,618,642,17,18,物理,
10422,080703,通信工程,203,广东省,2021,611,15881,618,623,25,27,"物理,化学",
10422,020301,金融学,204,广东省,2021,614,13679,621,642,8,10,物理,
10422,120203,会计学,204,广东省,2021,607,17366,619,637,8,9,物理,
10422,080201,机械工程,204,广东省,2021,609,16768,621,636,2,1,"物理,化学",
10422,100201,临床医学,205,广东省,2021,639,3951,651,674,20,22,"物理,化学",
10422,080902,软件工程,205,广东省,2021,636,6136,647,656,9,11,"物理,化学",
10422,120203,会计学,205,广东省,2021,634,7087,647,663,4,2,物理,
10423,080601,电气工程及其自动化,205,广东省,2021,599,22148,609,615,12,14,"物理,化学",
10423,080902,软件工程,205,广东省,2021,599,22459,613,622,17,17,"物理,化学",
10423,120203,会计学,205,广东省,2021,598,23452,603,614,26,27,物理,
10423,120203,会计学,206,广东省,2021,609,16696,616,626,5,6,物理,
10423,070101,数学与应用数学,206,广东省,2021,609,16265,626,636,8,10,物理,
10423,080601,电气工程及其自动化,206,广东省,2021,604,19251,611,623,17,17,"物理,化学",
10423,030101,法学,207,广东省,2021,606,18500,615,628,9,10,物理,
10423,020301,金融学,207,广东省,2021,608,17047,615,637,15,13,物理,
10423,071101,心理学,207,广东省,2021,605,18668,624,642,29,30,物理,
10423,020301,金融学,208,广东省,2021,599,22156,620,641,20,20,物理,
10423,080201,机械工程,208,广东省,2021,603,19555,620,641,6,7,"物理,化学",
10423,030101,法学,208,广东省,2021,603,19689,612,633,21,23,物理,
10423,071101,心理学,209,广东省,2021,613,14661,621,639,26,24,物理,
10423,120203,会计学,209,广东省,2021,616,13378,633,648,2,3,物理,
10423,081001,土木工程,209,广东省,2021,618,11802,637,661,14,15,"物理,化学",
10423,080601,电气工程及其自动化,210,广东省,2021,602,20578,619,628,21,20,"物理,化学",
10423,071101,心理学,210,广东省,2021,601,21069,612,618,10,11,物理,
10423,020301,金融学,210,广东省,2021,598,22905,604,621,19,20,物理,
10423,071101,心理学,211,广东省,2021,607,17583,631,647,24,26,物理,
10423,080601,电气工程及其自动化,211,广东省,2021,603,19903,613,634,7,7,"物理,化学",
10423,030101,法学,211,广东省,2021,607,17496,631,644,13,13,物理,
10423,081001,土木工程,212,广东省,2021,606,18696,619,632,5,3,"物理,化学",
10423,080601,电气工程及其自动化,212,广东省,2021,609,16731,620,640,28,28,"物理,化学",
10423,120203,会计学,212,广东省,2021,608,16853,631,639,2,1,物理,
10423,071101,心理学,213,广东省,2021,599,22588,617,639,3,5,物理,
10423,070101,数学与应用数学,213,广东省,2021,601,20911,619,634,22,22,物理,
10423,030101,法学,213,广东省,2021,600,22248,615,623,26,27,物理,
10423,070101,数学与应用数学,214,广东省,2021,593,26292,617,634,26,28,物理,
10423,120203,会计学,214,广东省,2021,599,22823,618,636,23,23,物理,
10423,100201,临床医学,214,广东省,2021,598,23964,603,623,28,28,"物理,化学",
10424,071101,心理学,202,广东省,2021,550,69887,571,582,19,17,物理,
10424,080901,计算机科学与技术,202,广东省,2021,548,71771,553,558,18,18,"物理,化学",
10424,081001,土木工程,202,广东省,2021,553,68682,575,592,14,13,"物理,化学",
10425,100201,临床医学,202,广东省,2021,585,33324,601,610,15,16,"物理,化学",
10425,080703,通信工程,202,广东省,2021,582,34881,588,608,7,6,"物理,化学",
10425,071101,心理学,202,广东省,2021,584,34028,591,613,16,16,物理,
10425,120203,会计学,203,广东省,2021,591,28379,596,615,24,22,物理,
10425,070101,数学与应用数学,203,广东省,2021,591,28733,597,616,26,26,物理,
10425,080601,电气工程及其自动化,203,广东省,2021,592,28112,613,622,23,25,"物理,化学",
10425,080902,软件工程,205,广东省,2021,591,28366,610,631,19,17,"物理,化学",
10425,080201,机械工程,205,广东省,2021,587,30605,610,630,10,9,"物理,化学",
10425,080703,通信工程,205,广东省,2021,588,30012,608,622,11,9,"物理,化学",
10425,080201,机械工程,207,广东省,2021,587,31650,608,614,16,18,"物理,化学",
10425,081001,土木工程,207,广东省,2021,584,33673,591,603,22,24,"物理,化学",
10425,080703,通信工程,207,广东省,2021,589,30797,598,618,2,3,"物理,化学",
10426,080902,软件工程,202,广东省,2021,540,86542,561,575,19,19,"物理,化学",
10426,081001,土木工程,202,广东省,2021,536,88893,553,572,26,27,"物理,化学",
10426,030101,法学,202,广东省,2021,537,88215,550,572,21,20,物理,
10426,071101,心理学,203,广东省,2021,536,88776,545,554,21,22,物理,
10426,080601,电气工程及其自动化,203,广东省,2021,536,89166,557,562,23,25,"物理,化学",
10426,120203,会计学,203,广东省,2021,534,90537,551,558,20,21,物理,
10426,120203,会计学,204,广东省,2021,536,87899,547,564,14,12,物理,
10426,080901,计算机科学与技术,204,广东省,2021,537,87230,554,573,18,18,"物理,化学",
10426,080601,电气工程及其自动化,204,广东省,2021,538,86889,553,558,22,22,"物理,化学",
10427,080201,机械工程,205,广东省,2021,533,93483,545,568,3,1,"物理,化学",
10427,080902,软件工程,205,广东省,2021,536,91663,558,580,28,26,"物理,化学",
10427,081001,土木工程,205,广东省,2021,530,94792,554,566,5,7,"物理,化学",
10427,030101,法学,206,广东省,2021,531,97245,552,564,28,27,物理,
10427,100201,临床医学,206,广东省,2021,527,99543,542,558,27,25,"物理,化学",
10427,080703,通信工程,206,广东省,2021,531,96968,544,552,27,29,"物理,化学",
10427,080601,电气工程及其自动化,207,广东省,2021,523,104040,535,545,13,15,"物理,化学",
10427,120203,会计学,207,广东省,2021,528,101331,543,566,9,7,物理,
10427,020301,金融学,207,广东省,2021,531,99374,549,569,13,12,物理,
10427,071101,心理学,208,广东省,2021,527,102326,536,548,9,8,物理,
10427,081001,土木工程,208,广东省,2021,531,99743,553,573,13,14,"物理,化学",
10427,070101,数学与应用数学,208,广东省,2021,525,103298,535,557,4,3,物理,
10427,020301,金融学,209,广东省,2021,545,78045,565,584,22,24,物理,
10427,120203,会计学,209,广东省,2021,548,75721,556,575,13,13,物理,
10427,080601,电气工程及其自动化,209,广东省,2021,545,77768,566,582,2,3,"物理,化学",
10427,071101,心理学,210,广东省,2021,575,42134,586,607,4,6,物理,
10427,080901,计算机科学与技术,210,广东省,2021,575,42561,597,611,26,28,"物理,化学",
10427,080201,机械工程,210,广东省,2021,572,44088,580,587,29,31,"物理,化学",
10427,070101,数学与应用数学,211,广东省,2021,543,77558,550,562,26,24,物理,
10427,120203,会计学,211,广东省,2021,542,78483,559,574,24,23,物理,
10427,080902,软件工程,211,广东省,2021,548,74717,571,581,13,13,"物理,化学",
10427,080902,软件工程,215,广东省,2021,527,98356,550,560,5,3,"物理,化学",
10427,080601,电气工程及其自动化,215,广东省,2021,532,96142,538,551,28,26,"物理,化学",
10427,100201,临床医学,215,广东省,2021,533,95002,549,558,23,22,"物理,化学",
10429,071101,心理学,203,广东省,2021,528,98463,549,573,5,3,物理,
10429,120203,会计学,203,广东省,2021,533,95569,549,560,12,10,物理,
10429,080703,通信工程,203,广东省,2021,532,96580,552,571,11,13,"物理,化学",
10429,080201,机械工程,204,广东省,2021,538,86216,543,566,23,22,"物理,化学",
10429,080901,计算机科学与技术,204,广东省,2021,538,85962,560,581,17,17,"物理,化学",
10429,080902,软件工程,204,广东省,2021,538,85957,552,560,12,10,"物理,化学",
10430,120203,会计学,203,广东省,2021,518,117030,535,555,15,16,物理,
10430,070101,数学与应用数学,203,广东省,2021,514,119022,524,533,3,3,物理,
10430,030101,法学,203,广东省,2021,519,116476,533,555,19,20,物理,
10430,020301,金融学,204,广东省,2021,501,141981,520,525,12,12,物理,
10430,080703,通信工程,204,广东省,2021,501,141765,525,530,3,5,"物理,化学",
10430,071101,心理学,204,广东省,2021,503,140599,519,528,9,10,物理,
10430,080201,机械工程,205,广东省,2021,507,137887,528,544,3,4,"物理,化学",
10430,080703,通信工程,205,广东省,2021,501,141258,508,532,2,2,"物理,化学",
10430,030101,法学,205,广东省,2021,501,141245,525,546,16,15,物理,
10430,030101,法学,206,广东省,2021,500,150600,507,512,28,26,物理,
10430,020301,金融学,206,广东省,2021,496,153261,519,543,19,19,物理,
